user_id,master_id,rating
Bradx,70582,5
Bradx,16824,5
Bradx,551348,5
Bradx,503355,5
Bradx,25796,5
Bradx,25794,5
Bradx,25793,5
Bradx,33204,5
Bradx,33203,5
Bradx,468965,5
Bradx,364712,5
Bradx,98050,5
Bradx,925207,5
Bradx,405110,5
Bradx,354241,5
Bradx,462732,5
Bradx,310868,5
Bradx,100115,5
Bradx,724630,4
Bradx,159076,4
Bradx,796628,4
Bradx,1242961,4
Bradx,213129,4
Bradx,41244,4
Bradx,229376,4
Bradx,211793,4
Bradx,887378,4
Bradx,409838,4
Bradx,46343,4
Bradx,1366829,4
Bradx,590066,4
Bradx,490618,4
Bradx,4264,4
Bradx,66780,4
Bradx,552464,4
Bradx,136142,4
Bradx,1531779,4
Bradx,162221,4
Bradx,1074988,4
Bradx,8718,4
Bradx,30882,4
Bradx,4565,4
Bradx,188468,4
Bradx,224453,4
Bradx,148901,4
Bradx,1027464,4
Bradx,926539,4
Bradx,358922,4
Bradx,118625,4
Bradx,245910,4
Bradx,1352467,4
Bradx,190555,4
Bradx,1279054,4
Bradx,814670,4
Bradx,105553,4
Bradx,371686,4
Bradx,826708,4
Bradx,413511,4
Bradx,62232,3
Bradx,401660,3
